interactor	score
IFIT3	0.326
IFIT2	0.32
IFIT2	0.32
CD40	0.611
CD40	0.611
MMP9	0.613
MMP9	0.613
MPL	0.275
MPL	0.275
POU3F1	0.282
POU3F1	0.282
LCN2	0.341
LCN2	0.341
TREM2	0.364
TREM2	0.364
CXCR3	0.89
CXCR3	0.89
TRAF1	0.313
TRAF1	0.313
TLR4	0.828
TLR4	0.828
FGR	0.308
FGR	0.308
IL2RG	0.359
IL2RG	0.359
CD52	0.288
CD52	0.288
ALOX5	0.508
ALOX5	0.508
C1QC	0.326
C1QC	0.326
C1QA	0.374
C1QA	0.374
SYK	0.437
SYK	0.437
TNFSF13B	0.436
TNFSF13B	0.436
AIF1	0.505
AIF1	0.505
FOXP3	0.538
FOXP3	0.538
TNFRSF1B	0.53
TNFRSF1B	0.53
GPR183	0.363
GPR183	0.363
HLA-E	0.287
HLA-E	0.287
MOG	0.33
MOG	0.33
IL31	0.269
IL31	0.269
THBD	0.287
THBD	0.287
IRG1	0.451
IRG1	0.451
HSPA14	0.296
HSPA14	0.296
CCL7	0.258
CCL7	0.258
CYBB	0.381
CYBB	0.381
CD83	0.626
CD83	0.626
TNFRSF4	0.356
TNFRSF4	0.356
GATA3	0.292
GATA3	0.292
EDN1	0.286
EDN1	0.286
ISG15	0.284
ISG15	0.284
DDX58	0.396
DDX58	0.396
LY86	0.357
LY86	0.357
IL2RA	0.596
IL2RA	0.596
IFNA2	0.358
IFNA2	0.358
IFNB1	0.509
IFNB1	0.509
TLR7	0.615
TLR7	0.615
IRF4	0.392
IRF4	0.392
IL33	0.465
IL33	0.465
CD274	0.484
CD274	0.484
JAK2	0.266
JAK2	0.266
KLRD1	0.296
KLRD1	0.296
RSAD2	0.287
RSAD2	0.287
CLEC6A	0.259
CLEC6A	0.259
DEFA1B	0.297
DEFA1B	0.297
DEFA1	0.311
DEFA1	0.311
CCL25	0.577
CCL25	0.577
LILRB4	0.327
LILRB4	0.327
LILRB2	0.321
LILRB2	0.321
STAT4	0.329
STAT4	0.329
IL1F10	0.271
IL1F10	0.271
IL36RN	0.282
IL36RN	0.282
CCL8	0.393
CCL8	0.393
GPT	0.327
GPT	0.327
SPP1	0.433
SPP1	0.433
HLA-DRA	0.28
HLA-DRA	0.28
MAPK8	0.444
MAPK8	0.444
CXCL1	0.842
CXCL1	0.842
IL4R	0.356
IL4R	0.356
CXCL12	0.715
CXCL12	0.715
LTB4R	0.335
LTB4R	0.335
ITGA4	0.388
ITGA4	0.388
NCF4	0.41
NCF4	0.41
IL15RA	0.361
IL15RA	0.361
INS	0.42
INS	0.42
IRF7	0.467
IRF7	0.467
PDCD1LG2	0.282
PDCD1LG2	0.282
ITGB2	0.449
ITGB2	0.449
BCL2	0.323
BCL2	0.323
LCP1	0.299
LCP1	0.299
MX1	0.394
MX1	0.394
TNFSF11	0.719
TNFSF11	0.719
CMKBR6	0.827
CMKBR6	0.827
CSF2RB	0.298
CSF2RB	0.298
IL18BP	0.325
IL18BP	0.325
RELA	0.297
RELA	0.297
BCL6	0.402
BCL6	0.402
SAA1	0.33
SAA1	0.33
APOBEC3G	0.335
APOBEC3G	0.335
IL6	0.916
IL6	0.916
IL1R1	0.473
IL1R1	0.473
CD8A	0.257
CD8A	0.257
CXCR4	0.871
CXCR4	0.871
IL18R1	0.313
IL18R1	0.313
OAS1	0.259
OAS1	0.259
TLR6	0.557
TLR6	0.557
ADIPOQ	0.347
ADIPOQ	0.347
CXCR6	0.793
CXCR6	0.793
PRF1	0.56
PRF1	0.56
CD44	0.425
CD44	0.425
TNF	0.891
TNF	0.891
MYD88	0.574
MYD88	0.574
SERPINB2	0.299
SERPINB2	0.299
LTA	0.609
LTA	0.609
CISH	0.267
CISH	0.267
LTB	0.352
LTB	0.352
PTPRC	0.625
PTPRC	0.625
IL10	0.982
IL10	0.982
BDNF	0.311
BDNF	0.311
ICAM2	0.281
ICAM2	0.281
ACKR2	0.668
ACKR2	0.668
ENSG00000173366	0.526
ENSG00000173366	0.526
RARRES2	0.27
RARRES2	0.27
ERVW-1	0.398
ERVW-1	0.398
DDX41	0.477
DDX41	0.477
TNIP3	0.258
TNIP3	0.258
CXCL2	0.851
CXCL2	0.851
LYN	0.292
LYN	0.292
IDO1	0.455
IDO1	0.455
IL32	0.286
IL32	0.286
CASP1	0.506
CASP1	0.506
MS4A1	0.3
MS4A1	0.3
TRAF6	0.291
TRAF6	0.291
FCGR3B	0.276
FCGR3B	0.276
CD19	0.511
CD19	0.511
KLRC1	0.342
KLRC1	0.342
TLR5	0.542
TLR5	0.542
CCR3	0.916
CCR3	0.916
ITGAM	0.736
ITGAM	0.736
IL22	0.398
IL22	0.398
SP7	0.483
SP7	0.483
HCK	0.337
HCK	0.337
CLEC5A	0.326
CLEC5A	0.326
GPR84	0.471
GPR84	0.471
AKT1	0.427
AKT1	0.427
TNFAIP2	0.319
TNFAIP2	0.319
B2M	0.339
B2M	0.339
ADAM8	0.299
ADAM8	0.299
ITGAX	0.653
ITGAX	0.653
MRC1	0.524
MRC1	0.524
PECAM1	0.428
PECAM1	0.428
MMP12	0.44
MMP12	0.44
ENSG00000196689	0.26
ENSG00000196689	0.26
VR1	0.26
VR1	0.26
ELANE	0.339
ELANE	0.339
GFAP	0.373
GFAP	0.373
ACP5	0.291
ACP5	0.291
FPR2	0.357
FPR2	0.357
TNFSF14	0.289
TNFSF14	0.289
FLT3LG	0.398
FLT3LG	0.398
ZFP36	0.52
ZFP36	0.52
FPR1	0.334
FPR1	0.334
IRF3	0.39
IRF3	0.39
CXCL17	0.258
CXCL17	0.258
IL4I1	0.292
IL4I1	0.292
NELFCD	0.4
NELFCD	0.4
